idCompany1,idCompany2
b000o24l3q,10719377059258538369
b000o24l3q,5181661570525386541
b000ndicuy,2263647849333008264
b000qs8n64,18422266773656246362
b000ndibtg,3607173973836413689
b0000y7wck,18395209041486825295
b000ndibaa,3285016045940957596
b000e8jl80,16064170791328826375
b000ndibq4,7928058720709111960
b000ndibci,5536147337142384196
b00069e7ko,13726998241496860922
b000e8jlda,9526578983773698753
b000e8jlda,14794198635011271295
b000e8jl7q,4682448981783641744
b000ndibnc,16406760233183606059
b000ndic9a,8042583218932085904
b000ndic9a,1227473479709404023
b000hlr9my,18368153783802816439
b000e8jlbw,3597076779822744306
b000ndibws,9484979283744840884
b000ndibws,5767845185221029524
b000ogsgym,13461495034626913881
b000ogsgym,15551866173776009457
b000ndibh8,2261905427242154693
b000lpc8t0,18368153783802816439
b000lpc8t0,11831542288207686462
b000o27t8a,18341451742874553099
b000o27t8a,18195626752396679157
b000ndib6y,11553460726656084647
b000ndib6y,13659935621775890962
b000hlt4y0,18368153783802816439
b000hlt4y0,11831542288207686462
b000ej9w0q,10299611596430222322
b000ej9w0q,528675562457283213
b000ndib7s,9426718267663314434
b000ndic40,16934204320953872944
b000ogsyk8,2640184679506710701
b000ogsyk8,16579315096492817894
b000ndid26,5673733196767057398
b000ndid26,14736350815466474940
b000ndid62,14736350815466474940
b000ndid62,18383405503824080160
b000ndibvo,5767845185221029524
b000ndid4y,14736350815466474940
b000ndid4y,18383405503824080160
b000ndible,790771655328756919
b000ndibe6,9761533219806554318
b000ndibri,222400256379219119
b000o27qfq,3621810113236094380
b000o27qfq,14054232840925252286
b000o27qfq,18195626752396679157
b000ndibwi,596526892186899957
b000ndibwi,18195626752396679157
b000o27ti0,3621810113236094380
b000o27ti0,14054232840925252286
b000ofnrhy,9526578983773698753
b000ndicpy,4287560991242110323
b000i8od5w,13726998241496860922
b000ofnri8,2217167988787223405
b000ndib8m,2927219174769865115
b000ndib8m,10834301366840736522
b000ndibjq,14812439490848045578
b000ndichc,7928058720709111960
b000mmt6s8,17615743519264436737
b000o231le,9043771553757075875
b000ogsyjy,2640184679506710701
b000ogsyjy,16579315096492817894
b000ogsgzq,9526578983773698753
b000ogsh3c,2640184679506710701
b000ogsh3c,16579315096492817894
b000ndibkk,14812439490848045578
b000ndib96,9426718267663314434
b000ndicze,17511510969143463932
b000ndicze,15315731988494931444
b000ndibl4,4247841323668156699
b000ndibl4,14992670292987095559
b000ndibl4,14812439490848045578
b000ndibbo,16934204320953872944
b000ndibge,1227473479709404023
b000oftj8u,13461495034626913881
b000oftj8u,15551866173776009457
b000ndick4,3607173973836413689
b000ndick4,222400256379219119
b000v7vz1u,17615743519264436737
b000ndic86,8042583218932085904
b000ndic86,1227473479709404023
b000ndibhi,8042583218932085904
b000nwsclo,18404168006486239466
b000bvbmci,13216880913844051494
b000e8jlbc,13594336434682042972
b000i8od4i,18213081663134894535
b000i8od4i,17828266310377038415
b000hlt4tu,18404168006486239466
b000o26lo8,7972469902462196789
b000o26lo8,8148630564555070134
b000ndibqy,3473826515983580841
b000ndibqy,2470348781641491751
b000ndibqy,17409309332075689843
b000ndicqi,9647142668602200141
b000ndicqi,2618959948842073817
b000h22rbg,17357728675180341663
b000h22rbg,5655410586169835557
b000ozhfsq,18438075297130458214
b000ozhfsq,1800557467822389870
b000ozhfsq,9997282084409978802
b000h20hu4,17967900865986277130
b000h20hu4,12644706112820906522
b000h20hu4,452658072731437458
b000o39u3g,18195210518723634061
b000o39u3g,13023052343955574084
b000ozjtoo,17939239291631766146
b000ozjtoo,13637950682292849732
b000gkli0a,7247732872667648705
b000enucvk,3437735654737897918
b000nknb44,11321467746312760556
b000nknb44,5978521375376689048
b000bwbtwu,6205544377126393085
b0007iqg3a,16894460490935798232
b0009yn1rq,8664755713112971171
b000h1xy3m,17896835956549874370
b000h1xy3m,12644706112820906522
b000h1xy3m,452658072731437458
b000h1xy3m,5974122079831285335
b000piht7e,17817863026849640364
b000piht7e,16984572314608520314
b000piht7e,8272889934889959685
b000piht7e,11864565884016177982
b000egidpo,18000939542340526750
b000o39tgo,17939626833908573527
b000kbszns,17967900865986277130
b000kbszns,12644706112820906522
b000kbszns,4811212829822917671
b000kbszns,452658072731437458
b00009nfc1,4441393199380874556
b000sqnbp2,18309926777977827139
b000fjs8sc,65578552457551022
b000h25yoi,17357728675180341663
b000h25yoi,5655410586169835557
b000h27psq,4675262861576384624
b000h27psq,13799844440134110129
b000h13a2w,17149948893700452737
b000h13a2w,16984572314608520314
b000h13a2w,11864565884016177982
b000h13a2w,13389337162643628213
b000h13a2w,9946072379807963307
b000hhzie4,2694108752101009216
b000hhzie4,11038012533329162078
b000ra5bmk,16408354394834145576
b000hjott2,16558385795268912766
b000jx1kdy,13499930330802525158
b000lu89uc,13380169193455086942
b000hhvb2w,17476622898499473532
b0007sxglk,17762641182538089473
b000eqy0ss,17149948893700452737
b000hlp5yi,9785861434635986999
b000o39u3q,18195210518723634061
b000o39u3q,5940302038923441706
b000o3bgh4,10485959836486886358
b000hed3fi,17357728675180341663
b000hed3fi,5326441011843947394
b000hed3fi,5655410586169835557
b000b6n2lw,4747185109584668947
b000hlp5wa,8519495523069900652
b000hi1i9c,13499930330802525158
b000egmaj4,7247732872667648705
b000b6n2m6,9246547342017279002
b000b6n2m6,12643092178258671772
b000cp4ja0,3040037286169376262
b000cp4ja0,10667383848205761084
b000o3ek2m,18295506345742178609
b000o3ek2m,12958721621590299185
b000h24200,4675262861576384624
b000h24200,13799844440134110129
b000hpjgw6,4250686295132810758
b000ffcdim,18190434268931466210
b000ffcdim,17943895287006074116
b000ra3l3g,6628446350064818078
b0000990y7,4441393199380874556
b000o39u8q,18295506345742178609
b000o39u8q,12958721621590299185
b000ra778g,1503028931039652298
b000ra778g,1999028797513668232
b000fetuiy,10702491954940587385
b000fetuiy,10240443916184188702
b000ie8u4g,13440353610523579374
b000ie8u4g,17308332648335562662
b000ie8u4g,15401280256033043239
b000io7a9m,13440353610523579374
b000io7a9m,17308332648335562662
b000io7a9m,15401280256033043239
b000o3bj3k,12942134175594025487
b000o3bj3k,1872672479893334805
b000o3d9ce,14007918865629410175
b000fer1d0,2328950736697317790
b000gkpe14,6596219200360663289
b000qxdj0y,11808064350838387307
b000qxdj0y,5120006088713032791
b000gkpds8,13718013650982127815
b000gkpds8,17573573406959659844
b000gkpds8,5515688203820371988
b000hed3gm,15481209573698256416
b000pg8kxs,13312621869477195220
b000pg8kwe,7402484848566215245
b000pg8kwe,8283450521159112077
b000hed3fs,17967900865986277130
b000hed3fs,12644706112820906522
b000hed3fs,4811212829822917671
b000pgaimo,17357728675180341663
b000pgaimo,14520556770161082452
b000pgaimo,5326441011843947394
b000pgaimo,5655410586169835557
b000gr1ceu,17817863026849640364
b000gr1ceu,2062975649512805986
b000gr1ceu,8272889934889959685
b000gr1ceu,4703701453618359906
b000ffsgho,17453432506391757198
b000ffsgho,5515688203820371988
b000ffsgho,4935901327541769811
b000itvtqm,3539622760913695235
b000he9psc,17185994271384879488
b00021lrw2,6591008499871907116
b000hlt5hq,11808064350838387307
b000hlt5hq,5120006088713032791
b000pijt6i,17817863026849640364
b000pijt6i,16984572314608520314
b000pijt6i,8272889934889959685
b000pijt6i,11864565884016177982
b000ivhlgc,16978988391209170797
b000h229fa,17185994271384879488
b000hhvb5e,2651646167662758246
b000hhvb5e,4071311370872368861
b0007iqg2q,18383108968754488314
b00006h38u,18406000514365649458
b00062jdka,776196758963429452
b000bwbu6u,6282886480523973402
b000aa87go,16798783463218493349
b000nkpf7u,18308374908816476565
b000ra5bl6,14007011703509063417
b000exs47y,4998847858583359731
b000h241x8,13278655414642608462
b000b57k4s,16798783463218493349
b000b57k4s,8755851873127965303
b000o39qoo,2051098578030482296
b000hpf7p6,1781031509566531842
b000ieaplw,9847776401829585115
b000hhvbdq,9685850187894108398
b000b56boi,8755851873127965303
b000he9pr8,7349023854495904300
b000he9pr8,2710470763365986624
b0000ycfcw,321181551780335576
b0000ycfdq,4188176128903497851
b000butd6q,16880028183560827373
b0000ycfe0,8175198959985911471
b000j4k804,16690738478999740250
b000j4k804,18411875162562199123
b000j4k804,10087092539211280139
b0009y6f0g,18404319188505755669
b0008ewsai,16647647854444612501
b0008ewsai,10066664236286478958
b00009adf3,12203635138191657547
b000q1n7du,10720887667449998069
b000hlv6mi,10688959294324458483
b0000afu4e,10376000923691891679
b0002r74a0,18380144380139373224
b000bgtv80,11711993756559182415
b0008ewsf8,16690738478999740250
b0008ewsf8,11711993756559182415
b0008ewsf8,10087092539211280139
b000ivl050,17962667015870936885
b000ivl050,17758143132560820340
b000gcd73y,18135578158357182921
b000bcdrdo,9984474904568818121
b000fem8ew,17375915846745821199
b000p49vis,17360430673200796553
b000q1pyv8,18171290245464117932
b000ivjv10,16673725682059181917
b000a40w4a,16720347622986234211
b000eg6d5q,10087092539211280139
b000q1pyzo,16880028183560827373
b000jx5nm8,17083097999546756325
b000nknaze,17094758357141692240
b000gcgqvy,17456162504360585884
b000jx84va,17836395815164917371
b000lptgc2,17624778694912125664
b000fk8b42,15528939772983751628
b0002nt34o,13442788600745771907
b000cc09uw,15389880066298029811
b0001wn1ee,12776057589362570320
b000egwc42,18396389648150219430
b00008mnxr,13582930230756997101
b000cditbc,18377490087458020504
b000bt8trg,11826731647881867985
b000mfgx7w,18416264451031093966
b00005op44,18381906790026125106
b00004nhn7,18434385825570199468
b000hctyto,18372639879402584134
b0001wn0ky,17784299186975876292
b000q6zk3a,18371419521576660155
b000hcz8gc,9807438286656285076
b00008mnxq,9445487736380311288
b000hcz8ey,10248910023220043204
b000hcz8ey,11114112522015930440
b00022ptru,17328834654193310444
b000hcxklc,9255722138583214734
b000cc22ys,13711624573601150378
b000cc22ys,15389880066298029811
b000hctysa,11246077198585695109
b000hcvr5s,13326740183367978728
b0001wn1fs,11687167580478628748
b0001wn1fs,17465833205726596592
b000a76zt8,17843895237236158219
b000a76zt8,18100099283119840324
b000hcz9ac,18394964067436310447
b0002nt5ho,5527718669808727624
b00008mnxz,9445487736380311288
b000eiau3u,18396389648150219430
b0001wn0sq,11687167580478628748
b0001wn0sq,7946849252371593289
b000m2yc32,10248910023220043204
b000m2yc32,11114112522015930440
b0001wn0m2,17784299186975876292
b0001wn0li,18379653518269884966
b00022ptt8,7739419455751524618
b00022ptt8,10568264795540984053
b00022ptt8,13616236861396817271
b000hcz8gm,13673799320876526338
b000hcvr1m,12219649046294237633
b0001wn1a8,8324654787720267662
b0001wn1a8,2691848002513611613
b00022pti4,7739419455751524618
b00022pti4,13616236861396817271
b0001wn18u,664913958514106734
b000bd1rty,5155217336879101407
b0001wn16m,14391445631859374347
b0001wn16m,16969493842479402672
b0001wn16m,10092468528845066077
b0006b64v2,13621555970489144689
b0006b64v2,18369825056478487049
b000ecqxjq,5615075942724114350
b000ecqxjq,16899532838792786499
b0007znn48,7744305702477366904
b000bi641a,8050920942672245174
b000exw524,1936516034668822172
b000cepgwg,4433860407786915136
b000lrdlia,4142751275091158911
b000ep3gei,4837330611493150937
b000trgqqg,16874485945364761422
b000qd9f5w,16981277851522177810
b0002w30e4,17020261670293385352
b000lff13k,201121512151694259
b000lff13k,17709309145330542949
b00005v55b,18011756922272923721
b00005v55b,12732181672723754930
b000tdgyks,17686732625070159576
b000ixvqk2,15564784742978828373
b000dz9yoa,5216541735240789992
b0006b63rw,12911813140487249020
b000etjjae,12845228373531717554
b000feyg7o,15564784742978828373
b000bx24o6,14415907760923977024
b0007lw23a,11630432614273539055
b0007lw23a,3045238811380824044
b0007lw23a,9643223122893875320
b0008glgrm,4178014773187756948
b0008glghc,2838840999646798655
b000bwzxk4,8498979351589060419
b0008glgea,7415156197197389350
b0008glgea,5588744582758188682
b000pgq8sm,8648200549603855201
b000pgq8sm,5631550280326312479
b000pgs3cq,8648200549603855201
b000pgs3cq,5631550280326312479
b000pgs3cq,3286136250930686353
b0008glgmc,11641601394104549163
b000h0k3zu,12105115514315351902
b0001fyrq2,14693413290856659257
b0001fyrqm,6239309275726276581
b00019tb00,272319572293073318
b00019tb00,251538724524961694
b00019tb00,4672425011703995374
b000pgvk5s,5631550280326312479
b000pgvk5s,3286136250930686353
b000h3lza4,13919947739364726744
b000fdetx6,4834494816656344498
b000fdetx6,4635585281695496952
b00009l1hv,15203735208016659510
b00009l1hv,11958168742202087168
b0001fyrqc,12105115514315351902
b0001fyrqc,16246834342456901109
b0001fyrqc,7062936722155279808
b0001fyrqc,5976779863499710865
b000hj9r3u,18422892267475594445
b000088ner,4776201646741876078
b0007lw22q,10939909441298262260
b000ehs6h8,4818950838228892044
b000hjdpx8,1829125396804686622
b000bwzzlg,2793425352847818039
b000bx0006,2793425352847818039
b000bx0006,17214545032473425136
b000bx0006,4621582451171111860
b000pihtec,13778334917246964953
b0007m69s8,17998064550570873069
b000pienka,17520994730465780544
