idCompany1,idCompany2
b0002ibev4,1887899244694755891
b0007lw22g,18398718226932431716
b000ofnri8,12244614697089679523
b0007d8r5k,13775362651326388438
b00099qrok,9755705822363275907
b0001wn16m,10092468528845066077
b0002e3g6o,18384557845547191313
b000ozhfsq,18438075297130458214
b0009yx9be,1021042895134770712
b00006sijr,6247936198343071793
b000b6jasg,17471276055285923188
b000o27t8a,18341451742874553099
b000jx7g3c,17886724437749928713
b000mti8mq,5408845339376590167
b000exs456,7954126691882273345
b0009afff6,9757350103424139605
b000hcu7b8,16917437492135092265
b0008glghc,2838840999646798655
b000hcz9ac,18394964067436310447
b00008ajjc,18424464601572004274
b0009jgv50,13809600021930717984
b00006sijr,10621416214836586442
b000k6b3zu,257434657988780139
b0006ma3bs,16814254064816255791
b000067fk7,1832664201831888645
b000jx5nm8,17083097999546756325
b000in8n30,4377533611520192512
b0008ews9o,18354430457145981051
b0002h6x34,4823291609006887387
b0000c6fjm,18413075895200367717
b000ieaplw,9847776401829585115
b0006513tg,5781318040297863663
b000ndibe6,9761533219806554318
b000enucvk,3437735654737897918
b000mgvnks,10851688356333529622
b000pihtec,13778334917246964953
b000p9cr66,17724977097925207764
b000fbgaia,30822033968544493
b000gcgqvy,17456162504360585884
b000k67vss,13970926731293955146
b0001bfdau,4081985616275580076
b0006b64v2,18369825056478487049
b00019jgwi,407742822135371560
b000om7diq,5216140459207502478
b000ra3l3g,6628446350064818078
b000bnb72g,17010841797296818807
b000bnkbdm,18374143831267894200
b000jgf410,9949258255997064102
b0007sxgmo,12250274471957898660
b000v7vz1u,17615743519264436737
b00005aycg,3987149121723701537
b000a3ky4e,18356638685856745200
b000b85aag,2233807276870300519
b0009suw5q,712876185653102576
b000qgixde,18360307000127444765
b000gi7itw,17322311354110627719
b000q71qqy,17293813878683470763
b000jf5zec,13368045031336320583
b000kmehha,11463298814554093369
b0001bfdau,4018509382848032799
b0009yn1rq,8664755713112971171
b000g3mer8,13255609368261584070
b000gr1ceu,2062975649512805986
b0001fyrqc,5976779863499710865
b000om7diq,17708766593513600591
b000qjrska,18371727039035112852
b000aa8796,13804410937823415271
b000io799i,18226456193742595288
b000ecoami,18389952572089446651
b000tilkq6,5964541247628078613
b000fncrto,9167720084838534914
b0002b0qfg,11267581873345425673
b0006g2vk0,18365507478568694929
b000rhdusa,11927579066669830952
b000dinb4g,18414778073602422524
b000bx5ggy,8317633865991250636
b000ndibq4,2461116331238857888
b000fbk6gc,18446612824766852081
b000o39u3q,18195210518723634061
b000056b62,18446496383812786183
b000h2can6,866471509127749885
b00019tb00,251538724524961694
b000he39mk,17771223071817478541
b000o27qfq,14054232840925252286
b000hed3gm,15481209573698256416
b000b0gzu8,14443748429238960679
b000e8jl7q,4682448981783641744
b000cfx744,17911312393691300802
b0002mg5uk,1267940675828545901
b0006g2wke,18422068306669698354
b000qtu1ay,18391195855196917401
b000h25yoi,17357728675180341663
b000hcxklc,9255722138583214734
b000e6q3em,18435517580056006507
b000b63xha,14798220155665223365
b000v809mk,17424435152951418977
b000p4tc82,18172308291108986699
b0000aka82,15883771067913561390
b0002al1z6,15577341303347278445
b000gkshi6,16952776452110398384
